"","x"
"44495","no"
"44496","yes"
"44497","yes"
"44498","yes"
"44499","yes"
"44500","yes"
"44501","yes"
"44502","yes"
"44503","yes"
"44504","no"
"44505","yes"
"44506","yes"
"44507","yes"
"44508","no"
"44509","yes"
"44510","no"
"44511","yes"
"44512","yes"
"44513","yes"
"44514","yes"
"44515","yes"
"44516","yes"
"44517","yes"
"44518","yes"
"44519","yes"
"44520","yes"
"44521","yes"
"44522","yes"
"44523","no"
"44524","no"
"44525","yes"
"44526","no"
"44527","no"
"44528","yes"
"44529","no"
"44530","yes"
"44531","no"
"44532","no"
"44533","yes"
"44534","yes"
"44535","no"
"44536","yes"
"44537","no"
"44538","yes"
"44539","yes"
"44540","no"
"44541","no"
"44542","yes"
"44543","yes"
"44544","yes"
"44545","yes"
"44546","yes"
"44547","yes"
"44548","no"
"44549","yes"
"44550","yes"
"44551","yes"
"44552","no"
"44553","yes"
"44554","no"
"44555","no"
"44556","no"
"44557","no"
"44558","no"
"44559","no"
"44560","no"
"44561","yes"
"44562","yes"
"44563","yes"
"44564","yes"
"44565","yes"
"44566","yes"
"44567","no"
"44568","no"
"44569","no"
"44570","yes"
"44571","yes"
"44572","no"
"44573","no"
"44574","yes"
"44575","no"
"44576","yes"
"44577","no"
"44578","yes"
"44579","yes"
"44580","yes"
"44581","yes"
"44582","no"
"44583","no"
"44584","no"
"44585","yes"
"44586","yes"
"44587","no"
"44588","no"
"44589","yes"
"44590","no"
"44591","yes"
"44592","yes"
"44593","yes"
"44594","yes"
"44595","yes"
"44596","yes"
"44597","yes"
"44598","no"
"44599","no"
"44600","no"
"44601","yes"
"44602","yes"
"44603","yes"
"44604","no"
"44605","yes"
"44606","no"
"44607","no"
"44608","yes"
"44609","no"
"44610","yes"
"44611","yes"
"44612","no"
"44613","yes"
"44614","yes"
"44615","no"
"44616","yes"
"44617","yes"
"44618","no"
"44619","yes"
"44620","yes"
"44621","no"
"44622","no"
"44623","yes"
"44624","no"
"44625","no"
"44626","no"
"44627","yes"
"44628","no"
"44629","no"
"44630","no"
"44631","yes"
"44632","yes"
"44633","yes"
"44634","yes"
"44635","yes"
"44636","yes"
"44637","no"
"44638","yes"
"44639","yes"
"44640","no"
"44641","no"
"44642","yes"
"44643","no"
"44644","yes"
"44645","yes"
"44646","no"
"44647","yes"
"44648","yes"
"44649","no"
"44650","no"
"44651","yes"
"44652","no"
"44653","yes"
"44654","yes"
"44655","no"
"44656","yes"
"44657","yes"
"44658","yes"
"44659","no"
"44660","yes"
"44661","yes"
"44662","yes"
"44663","yes"
"44664","yes"
"44665","yes"
"44666","yes"
"44667","yes"
"44668","yes"
"44669","yes"
"44670","yes"
"44671","yes"
"44672","no"
"44673","yes"
"44674","yes"
"44675","yes"
"44676","yes"
"44677","no"
"44678","yes"
"44679","yes"
"44680","no"
"44681","no"
"44682","yes"
"44683","no"
"44684","yes"
"44685","yes"
"44686","no"
"44687","yes"
"44688","yes"
"44689","no"
"44690","yes"
"44691","no"
"44692","no"
"44693","no"
"44694","no"
"44695","yes"
"44696","no"
"44697","no"
"44698","no"
"44699","no"
"44700","no"
"44701","yes"
"44702","yes"
"44703","yes"
"44704","yes"
"44705","yes"
"44706","no"
"44707","yes"
"44708","no"
"44709","no"
"44710","yes"
"44711","no"
"44712","no"
"44713","no"
"44714","no"
"44715","yes"
"44716","yes"
"44717","no"
"44718","yes"
"44719","yes"
"44720","no"
"44721","no"
"44722","yes"
"44723","yes"
"44724","yes"
"44725","yes"
"44726","yes"
"44727","no"
"44728","no"
"44729","yes"
"44730","yes"
"44731","yes"
"44732","yes"
"44733","no"
"44734","yes"
"44735","no"
"44736","yes"
"44737","yes"
"44738","no"
"44739","no"
"44740","no"
"44741","no"
"44742","yes"
"44743","no"
"44744","no"
"44745","no"
"44746","yes"
"44747","no"
"44748","yes"
"44749","no"
"44750","no"
"44751","no"
"44752","no"
"44753","yes"
"44754","yes"
"44755","no"
"44756","no"
"44757","yes"
"44758","yes"
"44759","yes"
"44760","yes"
"44761","no"
"44762","no"
"44763","yes"
"44764","yes"
"44765","no"
"44766","yes"
"44767","yes"
"44768","yes"
"44769","yes"
"44770","yes"
"44771","yes"
"44772","no"
"44773","yes"
"44774","yes"
"44775","no"
"44776","no"
"44777","yes"
"44778","no"
"44779","no"
"44780","no"
"44781","yes"
"44782","yes"
"44783","yes"
"44784","yes"
"44785","yes"
"44786","no"
"44787","no"
"44788","no"
"44789","yes"
"44790","no"
"44791","yes"
"44792","yes"
"44793","yes"
"44794","no"
"44795","no"
"44796","no"
"44797","yes"
"44798","yes"
"44799","no"
"44800","no"
"44801","no"
"44802","yes"
"44803","no"
"44804","yes"
"44805","yes"
"44806","yes"
"44807","yes"
"44808","no"
"44809","yes"
"44810","yes"
"44811","no"
"44812","yes"
"44813","yes"
"44814","no"
"44815","no"
"44816","yes"
"44817","yes"
"44818","yes"
"44819","no"
"44820","yes"
"44821","yes"
"44822","yes"
"44823","yes"
"44824","yes"
"44825","yes"
"44826","no"
"44827","yes"
"44828","no"
"44829","yes"
"44830","no"
"44831","no"
"44832","no"
"44833","no"
"44834","yes"
"44835","yes"
"44836","yes"
"44837","no"
"44838","no"
"44839","no"
"44840","yes"
"44841","no"
"44842","yes"
"44843","no"
"44844","no"
"44845","no"
"44846","yes"
"44847","no"
"44848","no"
"44849","no"
"44850","yes"
"44851","yes"
"44852","no"
"44853","yes"
"44854","no"
"44855","yes"
"44856","no"
"44857","no"
"44858","no"
"44859","no"
"44860","no"
"44861","yes"
"44862","yes"
"44863","yes"
"44864","no"
"44865","yes"
"44866","yes"
"44867","yes"
"44868","yes"
"44869","yes"
"44870","yes"
"44871","yes"
"44872","no"
"44873","no"
"44874","no"
"44875","no"
"44876","yes"
"44877","yes"
"44878","no"
"44879","yes"
"44880","no"
"44881","yes"
"44882","yes"
"44883","yes"
"44884","yes"
"44885","no"
"44886","yes"
"44887","yes"
"44888","yes"
"44889","yes"
"44890","yes"
"44891","yes"
"44892","yes"
"44893","no"
"44894","no"
"44895","yes"
"44896","no"
"44897","no"
"44898","no"
"44899","no"
"44900","no"
"44901","no"
"44902","yes"
"44903","yes"
"44904","no"
"44905","no"
"44906","yes"
"44907","no"
"44908","yes"
"44909","yes"
"44910","yes"
"44911","yes"
"44912","no"
"44913","no"
"44914","yes"
"44915","no"
"44916","no"
"44917","yes"
"44918","no"
"44919","yes"
"44920","yes"
"44921","yes"
"44922","no"
"44923","yes"
"44924","yes"
"44925","yes"
"44926","no"
"44927","no"
"44928","no"
"44929","no"
"44930","no"
"44931","no"
"44932","yes"
"44933","no"
"44934","no"
"44935","no"
"44936","yes"
"44937","no"
"44938","yes"
"44939","no"
"44940","yes"
"44941","yes"
"44942","yes"
"44943","yes"
"44944","yes"
"44945","yes"
"44946","no"
"44947","yes"
"44948","no"
"44949","yes"
"44950","yes"
"44951","yes"
"44952","yes"
"44953","no"
"44954","yes"
"44955","no"
"44956","yes"
"44957","yes"
"44958","yes"
"44959","yes"
"44960","yes"
"44961","yes"
"44962","yes"
"44963","yes"
"44964","yes"
"44965","yes"
"44966","no"
"44967","yes"
"44968","yes"
"44969","yes"
"44970","no"
"44971","yes"
"44972","yes"
"44973","yes"
"44974","no"
"44975","no"
"44976","no"
"44977","no"
"44978","no"
"44979","yes"
"44980","yes"
"44981","yes"
"44982","yes"
"44983","yes"
"44984","no"
"44985","no"
"44986","yes"
"44987","no"
"44988","no"
"44989","yes"
"44990","no"
"44991","yes"
"44992","yes"
"44993","no"
"44994","yes"
"44995","no"
"44996","no"
"44997","no"
"44998","yes"
"44999","yes"
"45000","yes"
"45001","yes"
"45002","no"
"45003","no"
"45004","yes"
"45005","no"
"45006","no"
"45007","no"
"45008","no"
"45009","no"
"45010","yes"
"45011","yes"
"45012","yes"
"45013","no"
"45014","yes"
"45015","yes"
"45016","yes"
"45017","no"
"45018","yes"
"45019","yes"
"45020","yes"
"45021","yes"
"45022","yes"
"45023","no"
"45024","yes"
"45025","yes"
"45026","no"
"45027","yes"
"45028","no"
"45029","yes"
"45030","yes"
"45031","yes"
"45032","yes"
"45033","no"
"45034","yes"
"45035","yes"
"45036","yes"
"45037","yes"
"45038","no"
"45039","no"
"45040","yes"
"45041","no"
"45042","yes"
"45043","yes"
"45044","yes"
"45045","yes"
"45046","no"
"45047","yes"
"45048","yes"
"45049","no"
"45050","yes"
"45051","yes"
"45052","yes"
"45053","yes"
"45054","yes"
"45055","no"
"45056","yes"
"45057","no"
"45058","no"
"45059","yes"
"45060","no"
"45061","yes"
"45062","no"
"45063","yes"
"45064","yes"
"45065","yes"
"45066","yes"
"45067","yes"
"45068","no"
"45069","no"
"45070","yes"
"45071","no"
"45072","no"
"45073","no"
"45074","no"
"45075","no"
"45076","yes"
"45077","yes"
"45078","yes"
"45079","yes"
"45080","yes"
"45081","yes"
"45082","no"
"45083","yes"
"45084","yes"
"45085","yes"
"45086","yes"
"45087","yes"
"45088","yes"
"45089","yes"
"45090","yes"
"45091","yes"
"45092","yes"
"45093","no"
"45094","yes"
"45095","no"
"45096","no"
"45097","yes"
"45098","no"
"45099","yes"
"45100","yes"
"45101","yes"
"45102","yes"
"45103","yes"
"45104","yes"
"45105","yes"
"45106","yes"
"45107","yes"
"45108","yes"
"45109","yes"
"45110","yes"
"45111","yes"
"45112","no"
"45113","no"
"45114","yes"
"45115","no"
"45116","yes"
"45117","yes"
"45118","yes"
"45119","no"
"45120","no"
"45121","yes"
"45122","no"
"45123","no"
"45124","yes"
"45125","no"
"45126","yes"
"45127","yes"
"45128","no"
"45129","yes"
"45130","yes"
"45131","no"
"45132","yes"
"45133","no"
"45134","yes"
"45135","yes"
"45136","no"
"45137","no"
"45138","no"
"45139","no"
"45140","no"
"45141","no"
"45142","yes"
"45143","yes"
"45144","no"
"45145","no"
"45146","yes"
"45147","yes"
"45148","yes"
"45149","yes"
"45150","yes"
"45151","yes"
"45152","no"
"45153","yes"
"45154","yes"
"45155","no"
"45156","no"
"45157","yes"
"45158","no"
"45159","yes"
"45160","yes"
"45161","yes"
"45162","no"
"45163","no"
"45164","no"
"45165","yes"
"45166","no"
"45167","yes"
"45168","yes"
"45169","yes"
"45170","yes"
"45171","yes"
"45172","yes"
"45173","no"
"45174","no"
"45175","no"
"45176","yes"
"45177","yes"
"45178","no"
"45179","yes"
"45180","yes"
"45181","yes"
"45182","no"
"45183","no"
"45184","no"
"45185","no"
"45186","yes"
"45187","yes"
"45188","yes"
"45189","no"
"45190","no"
"45191","yes"
"45192","yes"
"45193","no"
"45194","yes"
"45195","yes"
"45196","yes"
"45197","no"
"45198","yes"
"45199","no"
"45200","yes"
"45201","yes"
"45202","no"
"45203","yes"
"45204","no"
"45205","no"
"45206","yes"
"45207","yes"
"45208","yes"
"45209","yes"
"45210","no"
"45211","yes"
"45212","yes"
"45213","yes"
"45214","yes"
"45215","yes"
"45216","no"
"45217","yes"
"45218","yes"
"45219","yes"
"45220","yes"
"45221","no"
"45222","yes"
"45223","no"
"45224","yes"
"45225","no"
"45226","yes"
"45227","yes"
"45228","yes"
"45229","no"
"45230","no"
"45231","yes"
"45232","yes"
"45233","yes"
"45234","yes"
"45235","yes"
"45236","yes"
"45237","yes"
"45238","no"
"45239","yes"
"45240","yes"
"45241","no"
"45242","no"
"45243","yes"
"45244","no"
"45245","no"
"45246","yes"
"45247","yes"
"45248","yes"
"45249","yes"
"45250","no"
"45251","no"
"45252","no"
"45253","no"
"45254","no"
"45255","no"
"45256","yes"
"45257","yes"
"45258","yes"
"45259","no"
"45260","yes"
"45261","yes"
"45262","yes"
"45263","no"
"45264","yes"
"45265","yes"
"45266","yes"
"45267","yes"
"45268","no"
"45269","no"
"45270","yes"
"45271","no"
"45272","yes"
"45273","no"
"45274","yes"
"45275","no"
"45276","no"
"45277","yes"
"45278","yes"
"45279","no"
"45280","yes"
"45281","no"
"45282","yes"
"45283","yes"
"45284","yes"
"45285","yes"
"45286","no"
"45287","yes"
"45288","no"
"45289","no"
"45290","no"
"45291","yes"
"45292","yes"
"45293","no"
"45294","no"
"45295","yes"
"45296","yes"
"45297","yes"
"45298","yes"
"45299","yes"
"45300","yes"
"45301","yes"
"45302","no"
"45303","yes"
"45304","no"
"45305","no"
"45306","no"
"45307","no"
"45308","yes"
"45309","yes"
"45310","no"
"45311","yes"
"45312","no"
"45313","no"
"45314","no"
"45315","no"
"45316","no"
"45317","yes"
"45318","yes"
"45319","no"
"45320","no"
"45321","yes"
"45322","yes"
"45323","yes"
"45324","no"
"45325","yes"
"45326","no"
"45327","yes"
"45328","no"
"45329","no"
"45330","no"
"45331","no"
"45332","yes"
"45333","yes"
"45334","yes"
"45335","no"
"45336","yes"
"45337","yes"
"45338","yes"
"45339","yes"
"45340","yes"
"45341","no"
"45342","yes"
"45343","yes"
"45344","yes"
"45345","no"
"45346","no"
"45347","yes"
"45348","no"
"45349","yes"
"45350","yes"
"45351","yes"
"45352","no"
"45353","no"
"45354","yes"
"45355","yes"
"45356","no"
"45357","yes"
"45358","yes"
"45359","yes"
"45360","yes"
"45361","yes"
"45362","yes"
"45363","yes"
"45364","yes"
"45365","yes"
"45366","yes"
"45367","yes"
"45368","yes"
"45369","yes"
"45370","yes"
"45371","yes"
"45372","yes"
"45373","yes"
"45374","yes"
"45375","yes"
"45376","no"
"45377","no"
"45378","yes"
"45379","yes"
"45380","yes"
"45381","no"
"45382","yes"
"45383","yes"
"45384","yes"
"45385","yes"
"45386","yes"
"45387","yes"
"45388","yes"
"45389","no"
"45390","no"
"45391","yes"
"45392","yes"
"45393","no"
"45394","yes"
"45395","no"
"45396","yes"
"45397","yes"
"45398","yes"
"45399","yes"
"45400","yes"
"45401","yes"
"45402","yes"
"45403","yes"
"45404","yes"
"45405","yes"
"45406","no"
"45407","yes"
"45408","no"
"45409","no"
"45410","no"
"45411","yes"
"45412","yes"
"45413","yes"
"45414","yes"
"45415","yes"
"45416","yes"
"45417","yes"
"45418","yes"
"45419","yes"
"45420","yes"
"45421","no"
"45422","yes"
"45423","no"
"45424","yes"
"45425","no"
"45426","yes"
"45427","no"
"45428","no"
"45429","yes"
"45430","no"
"45431","no"
"45432","yes"
"45433","yes"
"45434","yes"
"45435","yes"
"45436","yes"
"45437","yes"
"45438","yes"
"45439","no"
"45440","yes"
"45441","yes"
"45442","yes"
"45443","no"
"45444","yes"
"45445","no"
"45446","yes"
"45447","yes"
"45448","no"
"45449","yes"
"45450","yes"
"45451","no"
"45452","yes"
"45453","no"
"45454","yes"
"45455","no"
"45456","no"
"45457","no"
"45458","yes"
"45459","no"
"45460","yes"
"45461","yes"
"45462","no"
"45463","yes"
"45464","yes"
"45465","yes"
"45466","yes"
"45467","yes"
"45468","yes"
"45469","yes"
"45470","yes"
"45471","yes"
"45472","yes"
"45473","no"
"45474","no"
"45475","yes"
"45476","yes"
"45477","yes"
"45478","no"
"45479","no"
"45480","no"
"45481","yes"
"45482","yes"
"45483","yes"
"45484","no"
"45485","yes"
"45486","yes"
"45487","no"
"45488","no"
"45489","yes"
"45490","yes"
"45491","no"
"45492","yes"
"45493","no"
"45494","yes"
"45495","yes"
"45496","no"
"45497","yes"
"45498","yes"
"45499","yes"
"45500","yes"
"45501","no"
"45502","yes"
"45503","no"
"45504","no"
"45505","yes"
"45506","yes"
"45507","yes"
"45508","yes"
"45509","yes"
"45510","yes"
"45511","no"
"45512","yes"
"45513","yes"
"45514","yes"
"45515","no"
"45516","yes"
"45517","yes"
"45518","yes"
"45519","no"
"45520","no"
"45521","yes"
"45522","no"
"45523","yes"
"45524","yes"
"45525","yes"
"45526","no"
"45527","yes"
"45528","yes"
"45529","yes"
"45530","no"
"45531","yes"
"45532","yes"
"45533","yes"
"45534","yes"
"45535","yes"
"45536","yes"
"45537","yes"
"45538","yes"
"45539","no"
"45540","yes"
"45541","yes"
"45542","no"
"45543","no"
"45544","no"
"45545","no"
"45546","yes"
"45547","no"
"45548","no"
"45549","no"
"45550","yes"
"45551","yes"
"45552","yes"
"45553","yes"
"45554","yes"
"45555","no"
"45556","yes"
"45557","no"
"45558","yes"
"45559","yes"
"45560","yes"
"45561","no"
"45562","no"
"45563","yes"
"45564","no"
"45565","yes"
"45566","yes"
"45567","no"
"45568","no"
"45569","yes"
"45570","no"
"45571","no"
"45572","yes"
"45573","yes"
"45574","yes"
"45575","yes"
"45576","yes"
"45577","yes"
"45578","yes"
"45579","yes"
"45580","yes"
"45581","no"
"45582","no"
"45583","yes"
"45584","no"
"45585","no"
"45586","no"
"45587","no"
"45588","yes"
"45589","yes"
"45590","no"
"45591","yes"
"45592","no"
"45593","no"
"45594","yes"
"45595","no"
"45596","no"
"45597","yes"
"45598","no"
"45599","yes"
"45600","yes"
"45601","yes"
"45602","yes"
"45603","no"
"45604","yes"
"45605","yes"
"45606","yes"
"45607","yes"
"45608","yes"
"45609","yes"
"45610","yes"
"45611","no"
"45612","no"
"45613","yes"
"45614","yes"
"45615","yes"
"45616","no"
"45617","yes"
"45618","no"
"45619","yes"
"45620","yes"
"45621","yes"
"45622","yes"
"45623","no"
"45624","no"
"45625","no"
"45626","yes"
"45627","no"
"45628","yes"
"45629","no"
"45630","no"
"45631","yes"
"45632","no"
"45633","no"
"45634","no"
"45635","yes"
"45636","no"
"45637","no"
"45638","no"
"45639","no"
"45640","yes"
"45641","yes"
"45642","yes"
"45643","yes"
"45644","yes"
"45645","yes"
"45646","no"
"45647","yes"
"45648","no"
"45649","no"
"45650","yes"
"45651","no"
"45652","yes"
"45653","yes"
"45654","no"
"45655","no"
"45656","yes"
"45657","yes"
"45658","yes"
"45659","yes"
"45660","yes"
"45661","yes"
"45662","yes"
"45663","no"
"45664","yes"
"45665","no"
"45666","yes"
"45667","yes"
"45668","yes"
"45669","no"
"45670","yes"
"45671","yes"
"45672","yes"
"45673","yes"
"45674","yes"
"45675","yes"
"45676","no"
"45677","yes"
"45678","yes"
"45679","yes"
"45680","yes"
"45681","yes"
"45682","yes"
"45683","yes"
"45684","yes"
"45685","no"
"45686","yes"
"45687","no"
"45688","yes"
"45689","yes"
"45690","yes"
"45691","yes"
"45692","yes"
"45693","yes"
"45694","yes"
"45695","yes"
"45696","no"
"45697","no"
"45698","no"
"45699","no"
"45700","yes"
"45701","yes"
"45702","yes"
"45703","yes"
"45704","yes"
"45705","no"
"45706","yes"
"45707","no"
"45708","no"
"45709","yes"
"45710","no"
"45711","yes"
"45712","no"
"45713","yes"
"45714","no"
"45715","no"
"45716","no"
"45717","yes"
"45718","yes"
"45719","no"
"45720","no"
"45721","no"
"45722","yes"
"45723","no"
"45724","yes"
"45725","no"
"45726","no"
"45727","no"
"45728","no"
"45729","no"
"45730","no"
"45731","yes"
"45732","yes"
"45733","yes"
"45734","yes"
"45735","yes"
"45736","yes"
"45737","no"
"45738","no"
"45739","no"
"45740","yes"
"45741","yes"
"45742","yes"
"45743","no"
"45744","yes"
"45745","yes"
"45746","yes"
"45747","yes"
"45748","yes"
"45749","yes"
"45750","no"
"45751","yes"
"45752","yes"
"45753","yes"
"45754","no"
"45755","yes"
"45756","yes"
"45757","no"
"45758","yes"
"45759","yes"
"45760","yes"
"45761","yes"
"45762","no"
"45763","no"
"45764","no"
"45765","no"
"45766","no"
"45767","no"
"45768","yes"
"45769","yes"
"45770","yes"
"45771","yes"
"45772","no"
"45773","no"
"45774","no"
"45775","no"
"45776","yes"
"45777","yes"
"45778","yes"
"45779","yes"
"45780","no"
"45781","yes"
"45782","yes"
"45783","no"
"45784","yes"
"45785","yes"
"45786","no"
"45787","no"
"45788","no"
"45789","no"
"45790","no"
"45791","no"
"45792","no"
"45793","yes"
"45794","no"
"45795","yes"
"45796","yes"
"45797","no"
"45798","yes"
"45799","yes"
"45800","no"
"45801","yes"
"45802","no"
"45803","no"
"45804","yes"
"45805","yes"
"45806","yes"
"45807","yes"
"45808","yes"
"45809","yes"
"45810","yes"
"45811","no"
"45812","yes"
"45813","yes"
"45814","no"
"45815","no"
"45816","yes"
"45817","yes"
"45818","yes"
"45819","yes"
"45820","yes"
"45821","yes"
"45822","yes"
"45823","yes"
"45824","no"
"45825","no"
"45826","yes"
"45827","no"
"45828","yes"
"45829","no"
"45830","yes"
"45831","no"
"45832","yes"
"45833","yes"
"45834","yes"
"45835","yes"
"45836","yes"
"45837","yes"
"45838","yes"
"45839","yes"
"45840","yes"
"45841","yes"
"45842","yes"
"45843","yes"
"45844","no"
"45845","yes"
"45846","no"
"45847","no"
"45848","yes"
"45849","no"
"45850","no"
"45851","no"
"45852","no"
"45853","yes"
"45854","yes"
"45855","yes"
"45856","no"
"45857","yes"
"45858","yes"
"45859","yes"
"45860","yes"
"45861","no"
"45862","yes"
"45863","yes"
"45864","yes"
"45865","yes"
"45866","no"
"45867","no"
"45868","no"
"45869","yes"
"45870","no"
"45871","yes"
"45872","yes"
"45873","no"
"45874","yes"
"45875","yes"
"45876","yes"
"45877","yes"
"45878","yes"
"45879","no"
"45880","yes"
"45881","no"
"45882","no"
"45883","no"
"45884","no"
"45885","yes"
"45886","yes"
"45887","no"
"45888","no"
"45889","yes"
"45890","no"
"45891","yes"
"45892","yes"
"45893","yes"
"45894","yes"
"45895","yes"
"45896","yes"
"45897","no"
"45898","yes"
"45899","yes"
"45900","yes"
"45901","yes"
"45902","yes"
"45903","no"
"45904","yes"
"45905","yes"
"45906","yes"
"45907","yes"
"45908","yes"
"45909","yes"
"45910","yes"
"45911","yes"
"45912","no"
"45913","no"
"45914","no"
"45915","yes"
"45916","yes"
"45917","yes"
"45918","no"
"45919","yes"
"45920","yes"
"45921","no"
"45922","no"
"45923","no"
"45924","no"
"45925","yes"
"45926","yes"
"45927","yes"
"45928","yes"
"45929","yes"
"45930","no"
"45931","no"
"45932","no"
"45933","no"
"45934","no"
"45935","yes"
"45936","no"
"45937","yes"
"45938","yes"
"45939","yes"
"45940","yes"
"45941","yes"
"45942","yes"
"45943","yes"
"45944","yes"
"45945","no"
"45946","no"
"45947","yes"
"45948","no"
"45949","no"
"45950","yes"
"45951","no"
"45952","yes"
"45953","yes"
"45954","yes"
"45955","yes"
"45956","yes"
"45957","yes"
"45958","no"
"45959","no"
"45960","yes"
"45961","no"
"45962","no"
"45963","yes"
"45964","no"
"45965","no"
"45966","no"
"45967","yes"
"45968","no"
"45969","yes"
"45970","no"
"45971","yes"
"45972","no"
"45973","no"
"45974","no"
"45975","no"
"45976","yes"
"45977","yes"
"45978","no"
"45979","no"
"45980","yes"
"45981","no"
"45982","no"
"45983","no"
"45984","no"
"45985","no"
"45986","yes"
"45987","no"
"45988","yes"
"45989","yes"
"45990","yes"
"45991","yes"
"45992","yes"
"45993","yes"
"45994","no"
"45995","yes"
"45996","yes"
"45997","yes"
"45998","no"
"45999","no"
"46000","yes"
"46001","no"
"46002","yes"
"46003","no"
"46004","yes"
"46005","no"
"46006","yes"
"46007","no"
"46008","no"
"46009","no"
"46010","yes"
"46011","no"
"46012","no"
"46013","no"
"46014","no"
"46015","no"
"46016","no"
"46017","yes"
"46018","yes"
"46019","no"
"46020","yes"
"46021","yes"
"46022","yes"
"46023","yes"
"46024","yes"
"46025","yes"
"46026","yes"
"46027","yes"
"46028","no"
"46029","yes"
"46030","yes"
"46031","no"
"46032","yes"
"46033","no"
"46034","yes"
"46035","yes"
"46036","yes"
"46037","yes"
"46038","yes"
"46039","no"
"46040","yes"
"46041","no"
"46042","no"
"46043","no"
"46044","no"
"46045","no"
"46046","no"
"46047","no"
"46048","no"
"46049","yes"
"46050","no"
"46051","yes"
"46052","yes"
"46053","yes"
"46054","yes"
"46055","yes"
"46056","no"
"46057","no"
"46058","yes"
"46059","no"
"46060","no"
"46061","yes"
"46062","yes"
"46063","yes"
"46064","yes"
"46065","yes"
"46066","no"
"46067","no"
"46068","no"
"46069","yes"
"46070","yes"
"46071","yes"
"46072","yes"
"46073","no"
"46074","yes"
"46075","yes"
"46076","no"
"46077","yes"
"46078","yes"
"46079","no"
"46080","no"
"46081","yes"
"46082","yes"
"46083","yes"
"46084","yes"
"46085","yes"
"46086","no"
"46087","no"
"46088","no"
"46089","yes"
"46090","yes"
"46091","yes"
"46092","no"
"46093","yes"
"46094","yes"
"46095","yes"
"46096","yes"
"46097","no"
"46098","yes"
"46099","no"
"46100","yes"
"46101","no"
"46102","yes"
"46103","yes"
"46104","yes"
"46105","yes"
"46106","no"
"46107","yes"
"46108","yes"
"46109","no"
"46110","yes"
"46111","no"
"46112","no"
"46113","no"
"46114","yes"
"46115","no"
"46116","yes"
"46117","yes"
"46118","no"
"46119","no"
"46120","yes"
"46121","yes"
"46122","yes"
"46123","yes"
"46124","yes"
"46125","yes"
"46126","yes"
"46127","yes"
"46128","yes"
"46129","yes"
"46130","yes"
"46131","no"
"46132","no"
"46133","yes"
"46134","yes"
"46135","yes"
"46136","yes"
"46137","yes"
"46138","no"
"46139","no"
"46140","no"
"46141","yes"
"46142","yes"
"46143","yes"
"46144","yes"
"46145","yes"
"46146","yes"
"46147","yes"
"46148","yes"
"46149","yes"
"46150","no"
"46151","yes"
"46152","no"
"46153","no"
"46154","no"
"46155","no"
"46156","yes"
"46157","yes"
"46158","yes"
"46159","yes"
"46160","yes"
"46161","no"
"46162","yes"
"46163","yes"
"46164","no"
"46165","no"
"46166","no"
"46167","no"
"46168","yes"
"46169","yes"
"46170","no"
"46171","no"
"46172","no"
"46173","yes"
"46174","yes"
"46175","no"
"46176","yes"
"46177","yes"
"46178","yes"
"46179","yes"
"46180","yes"
"46181","no"
"46182","no"
"46183","yes"
"46184","yes"
"46185","yes"
"46186","yes"
"46187","yes"
"46188","yes"
"46189","yes"
"46190","no"
"46191","yes"
"46192","no"
"46193","yes"
"46194","yes"
"46195","yes"
"46196","yes"
"46197","yes"
"46198","yes"
"46199","yes"
"46200","yes"
"46201","no"
"46202","no"
"46203","yes"
"46204","yes"
"46205","no"
"46206","no"
"46207","yes"
"46208","yes"
"46209","yes"
"46210","no"
"46211","yes"
"46212","yes"
"46213","no"
"46214","no"
"46215","yes"
"46216","yes"
"46217","no"
"46218","yes"
"46219","no"
"46220","yes"
"46221","yes"
"46222","yes"
"46223","yes"
"46224","yes"
"46225","yes"
"46226","yes"
"46227","no"
"46228","no"
"46229","yes"
"46230","no"
"46231","yes"
"46232","yes"
"46233","no"
"46234","yes"
"46235","no"
"46236","yes"
"46237","no"
"46238","yes"
"46239","yes"
"46240","no"
"46241","yes"
"46242","yes"
"46243","yes"
"46244","yes"
"46245","no"
"46246","yes"
"46247","yes"
"46248","no"
"46249","yes"
"46250","yes"
"46251","yes"
"46252","no"
"46253","yes"
"46254","yes"
"46255","yes"
"46256","no"
"46257","no"
"46258","yes"
"46259","no"
"46260","no"
"46261","no"
"46262","no"
"46263","yes"
"46264","yes"
"46265","yes"
"46266","no"
"46267","no"
"46268","no"
"46269","yes"
"46270","yes"
"46271","no"
"46272","no"
"46273","no"
"46274","no"
"46275","no"
"46276","yes"
"46277","no"
"46278","no"
"46279","yes"
"46280","no"
"46281","yes"
"46282","yes"
"46283","yes"
"46284","yes"
"46285","yes"
"46286","yes"
"46287","no"
"46288","yes"
"46289","yes"
"46290","yes"
"46291","yes"
"46292","no"
"46293","yes"
"46294","yes"
"46295","no"
"46296","no"
"46297","yes"
"46298","yes"
"46299","yes"
"46300","yes"
"46301","yes"
"46302","no"
"46303","no"
"46304","yes"
"46305","no"
"46306","yes"
"46307","no"
"46308","no"
"46309","no"
"46310","no"
"46311","no"
"46312","yes"
"46313","no"
"46314","yes"
"46315","no"
"46316","no"
"46317","no"
"46318","yes"
"46319","yes"
"46320","yes"
"46321","no"
"46322","no"
"46323","no"
"46324","no"
"46325","yes"
"46326","yes"
"46327","yes"
"46328","no"
"46329","yes"
"46330","yes"
"46331","no"
"46332","yes"
"46333","yes"
